Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,zipcode,airbnb_record_count,airbnb_price_mean,airbnb_price_median
Murrumbeena,4,h,1800000.0,12.1,3163.0,4.0,2.0,2.0,990.0,267.0,2003.0,3163.0,156.0,94.2051282051282,71.5
Murrumbeena,2,u,435000.0,12.1,3163.0,2.0,1.0,1.0,0.0,,1970.0,3163.0,156.0,94.2051282051282,71.5
Murrumbeena,2,t,745500.0,12.1,3163.0,2.0,1.0,1.0,186.0,110.0,1980.0,3163.0,156.0,94.2051282051282,71.5
Murrumbeena,3,h,1260000.0,12.1,3163.0,3.0,1.0,1.0,345.0,,1940.0,3163.0,156.0,94.2051282051282,71.5
Ormond,3,h,1401000.0,11.8,3204.0,3.0,2.0,2.0,650.0,150.0,1950.0,3204.0,80.0,114.6125,71.0
Ormond,4,h,2250000.0,11.8,3204.0,4.0,1.0,2.0,903.0,235.0,1985.0,3204.0,80.0,114.6125,71.0
Ormond,4,h,1715000.0,11.8,3204.0,4.0,2.0,2.0,705.0,226.0,1922.0,3204.0,80.0,114.6125,71.0
Ormond,2,h,1960000.0,11.8,3204.0,2.0,1.0,1.0,719.0,,,3204.0,80.0,114.6125,71.0
Ormond,3,h,1708000.0,11.8,3204.0,3.0,1.0,1.0,703.0,,,3204.0,80.0,114.6125,71.0
Ormond,2,h,758000.0,11.8,3204.0,2.0,1.0,1.0,250.0,,,3204.0,80.0,114.6125,71.0
Ormond,3,h,1256000.0,11.8,3204.0,3.0,2.0,2.0,378.0,,1924.0,3204.0,80.0,114.6125,71.0
Ormond,4,h,1918000.0,11.8,3204.0,4.0,2.0,1.0,678.0,162.0,1920.0,3204.0,80.0,114.6125,71.0
Ormond,3,u,900000.0,11.8,3204.0,3.0,1.0,1.0,265.0,91.0,1990.0,3204.0,80.0,114.6125,71.0
Ormond,4,h,1875000.0,11.8,3204.0,4.0,2.0,2.0,702.0,,1929.0,3204.0,80.0,114.6125,71.0
Ormond,2,h,1250000.0,11.8,3204.0,2.0,1.0,1.0,516.0,,,3204.0,80.0,114.6125,71.0
Ormond,2,h,1360000.0,11.8,3204.0,3.0,1.0,1.0,690.0,,1930.0,3204.0,80.0,114.6125,71.0
Ormond,3,h,1770000.0,11.8,3204.0,3.0,2.0,2.0,667.0,142.0,1950.0,3204.0,80.0,114.6125,71.0
Ormond,5,h,1836000.0,11.8,3204.0,3.0,3.0,4.0,464.0,,,3204.0,80.0,114.6125,71.0
Ormond,3,t,1250000.0,11.8,3204.0,3.0,2.0,2.0,326.0,188.0,2000.0,3204.0,80.0,114.6125,71.0
Ormond,2,u,950000.0,11.8,3204.0,2.0,1.0,1.0,0.0,,,3204.0,80.0,114.6125,71.0
Ormond,3,u,822500.0,11.8,3204.0,3.0,2.0,3.0,0.0,93.0,1970.0,3204.0,80.0,114.6125,71.0
Ormond,2,h,810000.0,11.8,3204.0,2.0,1.0,1.0,210.0,90.0,1996.0,3204.0,80.0,114.6125,71.0
Ormond,3,h,1322000.0,11.8,3204.0,3.0,1.0,1.0,551.0,156.0,1940.0,3204.0,80.0,114.6125,71.0
Ormond,2,h,861000.0,11.8,3204.0,2.0,1.0,1.0,0.0,,2002.0,3204.0,80.0,114.6125,71.0
Ormond,2,h,765000.0,11.8,3204.0,2.0,1.0,2.0,300.0,,,3204.0,80.0,114.6125,71.0
Ormond,3,u,973000.0,11.8,3204.0,3.0,2.0,2.0,379.0,,,3204.0,80.0,114.6125,71.0
Ormond,4,h,1845000.0,11.8,3204.0,4.0,3.0,1.0,718.0,189.0,1939.0,3204.0,80.0,114.6125,71.0
Ormond,3,h,1535000.0,11.8,3204.0,3.0,1.0,2.0,578.0,140.0,1935.0,3204.0,80.0,114.6125,71.0
Ormond,4,h,2005000.0,11.8,3204.0,4.0,2.0,2.0,691.0,193.0,1935.0,3204.0,80.0,114.6125,71.0
Ormond,3,u,932000.0,11.8,3204.0,3.0,2.0,1.0,180.0,92.0,1997.0,3204.0,80.0,114.6125,71.0
Ormond,4,h,1500000.0,11.8,3204.0,4.0,2.0,2.0,862.0,153.0,1970.0,3204.0,80.0,114.6125,71.0
Ormond,4,h,1390000.0,11.8,3204.0,4.0,2.0,2.0,666.0,158.0,1937.0,3204.0,80.0,114.6125,71.0
Ormond,3,h,940000.0,11.8,3204.0,3.0,1.0,1.0,397.0,124.0,1940.0,3204.0,80.0,114.6125,71.0
Ormond,4,h,1850000.0,11.8,3204.0,4.0,2.0,2.0,668.0,,1980.0,3204.0,80.0,114.6125,71.0
Ormond,2,u,475000.0,11.8,3204.0,2.0,1.0,1.0,0.0,52.0,2011.0,3204.0,80.0,114.6125,71.0
Ormond,3,u,820000.0,11.8,3204.0,3.0,2.0,1.0,238.0,127.0,1998.0,3204.0,80.0,114.6125,71.0
Ormond,3,u,940000.0,11.8,3204.0,3.0,2.0,1.0,382.0,137.0,1998.0,3204.0,80.0,114.6125,71.0
Ormond,2,h,1668000.0,11.8,3204.0,3.0,1.0,2.0,595.0,,,3204.0,80.0,114.6125,71.0
Ormond,3,h,1470000.0,11.8,3204.0,3.0,2.0,2.0,0.0,163.0,1980.0,3204.0,80.0,114.6125,71.0
Ormond,2,h,981000.0,11.8,3204.0,2.0,1.0,1.0,533.0,,,3204.0,80.0,114.6125,71.0
Ormond,2,u,430000.0,11.8,3204.0,2.0,1.0,1.0,0.0,69.0,1970.0,3204.0,80.0,114.6125,71.0
Ormond,2,u,410000.0,11.8,3204.0,2.0,1.0,1.0,0.0,65.0,1970.0,3204.0,80.0,114.6125,71.0
Ormond,4,t,1197000.0,11.8,3204.0,4.0,2.0,2.0,144.0,,2006.0,3204.0,80.0,114.6125,71.0
Ormond,3,h,1690000.0,11.8,3204.0,3.0,2.0,2.0,692.0,,,3204.0,80.0,114.6125,71.0
Ormond,1,u,447000.0,11.8,3204.0,1.0,1.0,1.0,0.0,,,3204.0,80.0,114.6125,71.0
Ormond,2,h,1177000.0,11.8,3204.0,2.0,1.0,2.0,452.0,105.0,1930.0,3204.0,80.0,114.6125,71.0
Ormond,2,u,617500.0,11.8,3204.0,2.0,1.0,1.0,94.0,91.0,1970.0,3204.0,80.0,114.6125,71.0
Ormond,2,u,479500.0,11.8,3204.0,2.0,1.0,1.0,0.0,92.0,,3204.0,80.0,114.6125,71.0
Ormond,4,h,2050000.0,11.8,3204.0,4.0,2.0,2.0,647.0,,,3204.0,80.0,114.6125,71.0
Ormond,2,u,450000.0,11.8,3204.0,2.0,1.0,1.0,0.0,,2005.0,3204.0,80.0,114.6125,71.0
West Footscray,3,h,1061000.0,8.2,3012.0,3.0,1.0,1.0,533.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,6,h,1020000.0,8.2,3012.0,6.0,3.0,2.0,554.0,199.0,1940.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,h,912500.0,8.2,3012.0,2.0,1.0,1.0,444.0,98.0,1940.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,1074000.0,8.2,3012.0,3.0,2.0,2.0,355.0,,1950.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,1021000.0,8.2,3012.0,3.0,1.0,2.0,601.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,1415000.0,8.2,3012.0,3.0,1.0,6.0,970.0,,1955.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,4,h,710000.0,8.2,3012.0,4.0,1.0,1.0,255.0,131.0,1920.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,4,h,837000.0,8.2,3012.0,4.0,2.0,3.0,390.0,149.0,1950.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,850000.0,8.2,3012.0,3.0,1.0,1.0,361.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,4,h,850000.0,8.2,3012.0,4.0,2.0,2.0,497.0,179.0,1980.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,4,h,1225000.0,8.2,3012.0,4.0,2.0,2.0,0.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,h,438000.0,8.2,3012.0,2.0,1.0,2.0,0.0,75.0,1970.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,t,620000.0,8.2,3012.0,3.0,1.0,1.0,144.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,h,415000.0,8.2,3012.0,2.0,1.0,1.0,80.0,64.0,1980.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,723000.0,8.2,3012.0,3.0,1.0,2.0,302.0,125.0,1938.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,4,u,530000.0,8.2,3012.0,4.0,2.0,1.0,0.0,171.0,1970.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,967000.0,8.2,3012.0,3.0,1.0,2.0,347.0,113.0,1925.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,840000.0,8.2,3012.0,3.0,1.0,1.0,442.0,123.0,1950.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,910000.0,8.2,3012.0,3.0,1.0,1.0,412.0,162.0,1980.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,u,470000.0,8.2,3012.0,2.0,1.0,1.0,0.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,820000.0,8.2,3012.0,3.0,1.0,3.0,440.0,131.0,1950.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,756000.0,8.2,3012.0,3.0,1.0,1.0,353.0,360.0,1925.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,845000.0,8.2,3012.0,3.0,1.0,4.0,596.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,4,h,850000.0,8.2,3012.0,4.0,1.0,3.0,511.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,t,620000.0,8.2,3012.0,3.0,1.0,2.0,255.0,148.0,2001.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,h,1001000.0,8.2,3012.0,2.0,1.0,4.0,596.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,875000.0,8.2,3012.0,3.0,2.0,3.0,336.0,94.0,1910.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,t,520000.0,8.2,3012.0,2.0,1.0,1.0,148.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,915000.0,8.2,3012.0,3.0,1.0,2.0,434.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,t,510000.0,8.2,3012.0,2.0,2.0,1.0,0.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,u,545000.0,8.2,3012.0,2.0,1.0,1.0,154.0,2.0,2005.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,991000.0,8.2,3012.0,3.0,1.0,4.0,495.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,913000.0,8.2,3012.0,3.0,1.0,3.0,448.0,96.0,1925.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,h,850000.0,8.2,3012.0,2.0,1.0,2.0,462.0,101.0,1960.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,h,705000.0,8.2,3012.0,2.0,1.0,1.0,308.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,709000.0,8.2,3012.0,3.0,1.0,1.0,405.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,900000.0,8.2,3012.0,3.0,2.0,3.0,446.0,,2006.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,h,790000.0,8.2,3012.0,2.0,1.0,1.0,259.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,h,770000.0,8.2,3012.0,3.0,1.0,1.0,267.0,95.0,1940.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,h,495000.0,8.2,3012.0,2.0,1.0,2.0,161.0,700.0,1977.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,1575000.0,8.2,3012.0,3.0,1.0,4.0,1000.0,85.0,1930.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,1028000.0,8.2,3012.0,3.0,2.0,2.0,520.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,1151500.0,8.2,3012.0,4.0,1.0,2.0,536.0,113.0,1925.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,860000.0,8.2,3012.0,3.0,1.0,2.0,501.0,147.0,1960.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,805000.0,8.2,3012.0,3.0,1.0,3.0,372.0,96.0,1920.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,h,450000.0,8.2,3012.0,2.0,1.0,1.0,0.0,90.0,1980.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,935000.0,8.2,3012.0,3.0,2.0,3.0,466.0,,1940.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,4,h,830000.0,8.2,3012.0,4.0,2.0,1.0,665.0,,1960.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,u,456000.0,8.2,3012.0,2.0,1.0,1.0,0.0,,1975.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,660000.0,8.2,3012.0,3.0,1.0,1.0,321.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,2,u,420000.0,8.2,3012.0,2.0,1.0,1.0,781.0,82.0,2013.0,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,820000.0,8.2,3012.0,3.0,2.0,2.0,335.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,5,h,1030000.0,8.2,3012.0,5.0,2.0,2.0,352.0,,,3012.0,76.0,112.63157894736842,90.5
West Footscray,3,h,878000.0,8.2,3012.0,3.0,1.0,1.0,397.0,127.0,1960.0,3012.0,76.0,112.63157894736842,90.5
Albion,2,h,765000.0,13.9,3020.0,2.0,1.0,2.0,672.0,111.0,1958.0,3020.0,45.0,69.55555555555556,40.0
Albion,3,h,730000.0,13.9,3020.0,3.0,2.0,3.0,628.0,140.0,1960.0,3020.0,45.0,69.55555555555556,40.0
Albion,2,h,730000.0,13.9,3020.0,2.0,1.0,0.0,697.0,94.0,1970.0,3020.0,45.0,69.55555555555556,40.0
Albion,3,h,593000.0,13.9,3020.0,3.0,2.0,2.0,605.0,102.0,1965.0,3020.0,45.0,69.55555555555556,40.0
Albion,4,h,816000.0,13.9,3020.0,4.0,1.0,2.0,837.0,156.0,1930.0,3020.0,45.0,69.55555555555556,40.0
Albion,3,h,720000.0,13.9,3020.0,3.0,1.0,1.0,706.0,,,3020.0,45.0,69.55555555555556,40.0
Albion,2,h,670000.0,13.9,3020.0,2.0,1.0,2.0,697.0,,1950.0,3020.0,45.0,69.55555555555556,40.0
Albion,3,h,685000.0,13.9,3020.0,3.0,1.0,1.0,697.0,,,3020.0,45.0,69.55555555555556,40.0
Albion,2,h,600000.0,13.9,3020.0,2.0,1.0,1.0,534.0,90.0,1950.0,3020.0,45.0,69.55555555555556,40.0
Albion,3,h,600000.0,13.9,3020.0,3.0,1.0,1.0,697.0,110.0,1928.0,3020.0,45.0,69.55555555555556,40.0
Albion,2,u,463000.0,13.9,3020.0,3.0,1.0,1.0,199.0,,,3020.0,45.0,69.55555555555556,40.0
Albion,4,h,660000.0,13.9,3020.0,4.0,1.0,1.0,697.0,,,3020.0,45.0,69.55555555555556,40.0
Albion,3,u,560000.0,13.9,3020.0,3.0,2.0,7.0,420.0,150.0,1970.0,3020.0,45.0,69.55555555555556,40.0
Albion,3,h,625000.0,13.9,3020.0,3.0,1.0,0.0,695.0,,,3020.0,45.0,69.55555555555556,40.0
Albion,3,h,791000.0,13.9,3020.0,3.0,1.0,3.0,743.0,,1970.0,3020.0,45.0,69.55555555555556,40.0
Albion,2,h,541000.0,13.9,3020.0,2.0,1.0,1.0,497.0,,,3020.0,45.0,69.55555555555556,40.0
Albion,3,h,760000.0,13.9,3020.0,3.0,1.0,2.0,534.0,,,3020.0,45.0,69.55555555555556,40.0
Albion,3,h,840000.0,13.9,3020.0,3.0,1.0,0.0,697.0,153.0,1920.0,3020.0,45.0,69.55555555555556,40.0
Albion,2,h,460000.0,13.9,3020.0,2.0,1.0,2.0,463.0,85.0,,3020.0,45.0,69.55555555555556,40.0
Brooklyn,3,t,430000.0,10.9,3012.0,3.0,1.0,1.0,131.0,,,3012.0,76.0,112.63157894736842,90.5
Brooklyn,2,h,507000.0,10.9,3012.0,2.0,1.0,2.0,191.0,87.0,2014.0,3012.0,76.0,112.63157894736842,90.5
Brooklyn,3,h,892000.0,10.9,3012.0,3.0,1.0,2.0,715.0,,,3012.0,76.0,112.63157894736842,90.5
Glen Huntly,2,u,695000.0,10.4,3163.0,2.0,2.0,1.0,0.0,,,3163.0,156.0,94.2051282051282,71.5
Glen Huntly,3,h,1160000.0,10.4,3163.0,3.0,1.0,2.0,553.0,137.0,1930.0,3163.0,156.0,94.2051282051282,71.5
Glen Huntly,3,h,1330000.0,10.4,3163.0,3.0,2.0,1.0,295.0,176.0,1930.0,3163.0,156.0,94.2051282051282,71.5
Glen Huntly,2,u,695000.0,10.4,3163.0,2.0,1.0,1.0,1035.0,,1963.0,3163.0,156.0,94.2051282051282,71.5
Glen Huntly,2,u,812000.0,10.4,3163.0,2.0,1.0,1.0,0.0,,1995.0,3163.0,156.0,94.2051282051282,71.5
Glen Huntly,2,h,630000.0,10.4,3163.0,2.0,1.0,1.0,100.0,,,3163.0,156.0,94.2051282051282,71.5
Glen Huntly,2,t,635000.0,10.4,3163.0,2.0,2.0,1.0,81.0,2.0,,3163.0,156.0,94.2051282051282,71.5
Glen Huntly,2,t,636500.0,10.4,3163.0,2.0,1.0,1.0,0.0,68.0,1970.0,3163.0,156.0,94.2051282051282,71.5
Glen Huntly,2,u,445000.0,10.4,3163.0,2.0,1.0,1.0,0.0,,,3163.0,156.0,94.2051282051282,71.5
Glen Huntly,2,t,710000.0,10.4,3163.0,2.0,1.0,1.0,0.0,78.0,1970.0,3163.0,156.0,94.2051282051282,71.5
Glen Huntly,2,u,640000.0,10.4,3163.0,2.0,1.0,1.0,1784.0,110.0,1970.0,3163.0,156.0,94.2051282051282,71.5
Oakleigh,2,h,1010000.0,14.0,3166.0,2.0,1.0,2.0,553.0,,1938.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,h,880000.0,14.0,3166.0,3.0,1.0,1.0,670.0,118.0,1925.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,h,1076000.0,14.0,3166.0,3.0,1.0,2.0,689.0,,,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,h,1045000.0,14.0,3166.0,3.0,1.0,2.0,602.0,107.0,1950.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,2,h,600000.0,14.0,3166.0,2.0,1.0,1.0,211.0,,1975.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,h,1225000.0,14.0,3166.0,3.0,1.0,2.0,553.0,,,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,h,1035000.0,14.0,3166.0,3.0,1.0,2.0,650.0,,,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,u,690000.0,14.0,3166.0,3.0,1.0,2.0,340.0,103.0,1930.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,h,1050000.0,14.0,3166.0,3.0,2.0,2.0,544.0,146.0,1970.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,h,1045000.0,14.0,3166.0,3.0,1.0,2.0,643.0,,,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,h,1033000.0,14.0,3166.0,3.0,1.0,2.0,548.0,115.0,1975.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,4,h,991000.0,14.0,3166.0,4.0,1.0,2.0,683.0,,,3166.0,70.0,113.14285714285714,60.0
Oakleigh,4,h,1641000.0,14.0,3166.0,4.0,1.0,2.0,802.0,,,3166.0,70.0,113.14285714285714,60.0
Oakleigh,2,h,655000.0,14.0,3166.0,2.0,1.0,1.0,156.0,,,3166.0,70.0,113.14285714285714,60.0
Oakleigh,2,h,750000.0,14.0,3166.0,2.0,2.0,2.0,607.0,138.0,1950.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,h,1025000.0,14.0,3166.0,3.0,1.0,2.0,543.0,139.0,1940.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,u,637000.0,14.0,3166.0,3.0,1.0,2.0,119.0,,1970.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,u,633500.0,14.0,3166.0,3.0,2.0,2.0,279.0,95.0,1930.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,4,h,1180000.0,14.0,3166.0,4.0,1.0,2.0,604.0,183.0,1965.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,h,1124000.0,14.0,3166.0,3.0,1.0,1.0,685.0,,,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,h,1225000.0,14.0,3166.0,3.0,1.0,2.0,528.0,112.0,1930.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,4,h,855000.0,14.0,3166.0,3.0,2.0,1.0,728.0,,,3166.0,70.0,113.14285714285714,60.0
Oakleigh,5,h,1600000.0,14.0,3166.0,5.0,3.0,2.0,695.0,305.0,2015.0,3166.0,70.0,113.14285714285714,60.0
Oakleigh,3,u,665000.0,14.0,3166.0,3.0,1.0,1.0,112.0,,,3166.0,70.0,113.14285714285714,60.0
Ripponlea,2,u,605000.0,7.4,3185.0,2.0,1.0,1.0,722.0,,1970.0,3185.0,106.0,154.1320754716981,103.5
Ripponlea,2,u,660000.0,7.4,3185.0,2.0,1.0,0.0,477.0,,,3185.0,106.0,154.1320754716981,103.5
Ripponlea,2,u,570000.0,7.4,3185.0,2.0,1.0,0.0,785.0,,1964.0,3185.0,106.0,154.1320754716981,103.5
Ripponlea,2,t,755000.0,7.4,3185.0,2.0,2.0,1.0,66.0,111.0,2005.0,3185.0,106.0,154.1320754716981,103.5
Ripponlea,4,h,1925000.0,7.4,3185.0,4.0,2.0,3.0,485.0,,,3185.0,106.0,154.1320754716981,103.5
Ripponlea,2,u,520000.0,7.4,3185.0,2.0,1.0,1.0,0.0,74.0,1971.0,3185.0,106.0,154.1320754716981,103.5
Cremorne,2,h,1000000.0,2.5,3121.0,2.0,1.0,2.0,176.0,114.0,1920.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,2,h,725000.0,2.5,3121.0,2.0,1.0,1.0,115.0,,,3121.0,628.0,162.26273885350318,126.5
Cremorne,1,u,425000.0,2.5,3121.0,1.0,1.0,1.0,0.0,52.0,2007.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,3,h,1280000.0,2.5,3121.0,3.0,2.0,2.0,324.0,165.0,1880.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,2,h,1000000.0,2.5,3121.0,2.0,1.0,0.0,146.0,,,3121.0,628.0,162.26273885350318,126.5
Cremorne,2,u,546000.0,2.5,3121.0,2.0,1.0,1.0,0.0,,1980.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,3,h,1475000.0,2.5,3121.0,3.0,2.0,2.0,324.0,165.0,1880.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,2,h,895000.0,2.5,3121.0,2.0,1.0,0.0,138.0,,,3121.0,628.0,162.26273885350318,126.5
Cremorne,2,h,1015000.0,2.5,3121.0,2.0,1.0,1.0,131.0,80.0,1890.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,2,h,930000.0,2.5,3121.0,2.0,1.0,1.0,125.0,68.0,1900.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,1,u,415000.0,2.5,3121.0,1.0,1.0,1.0,0.0,,,3121.0,628.0,162.26273885350318,126.5
Cremorne,3,h,1900000.0,2.5,3121.0,3.0,2.0,2.0,263.0,166.0,2016.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,2,u,662500.0,2.5,3121.0,2.0,1.0,1.0,0.0,75.0,2015.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,2,h,831000.0,2.5,3121.0,2.0,1.0,0.0,128.0,,,3121.0,628.0,162.26273885350318,126.5
Cremorne,2,h,1110000.0,2.5,3121.0,2.0,1.0,1.0,144.0,,,3121.0,628.0,162.26273885350318,126.5
Cremorne,2,u,565000.0,2.5,3121.0,2.0,1.0,1.0,0.0,,2007.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,2,t,1010000.0,2.5,3121.0,2.0,1.0,1.0,151.0,151.0,1998.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,3,h,1300000.0,2.5,3121.0,3.0,1.0,1.0,326.0,100.0,1890.0,3121.0,628.0,162.26273885350318,126.5
Cremorne,3,h,1300000.0,2.5,3121.0,2.0,2.0,2.0,138.0,108.0,2001.0,3121.0,628.0,162.26273885350318,126.5
Docklands,4,t,1370000.0,1.9,3008.0,4.0,2.0,2.0,0.0,,,3008.0,616.0,177.01136363636363,138.0
Docklands,2,u,800000.0,1.9,3008.0,2.0,2.0,2.0,0.0,128.0,,3008.0,616.0,177.01136363636363,138.0
South Kingsville,4,h,930000.0,9.1,3015.0,5.0,1.0,3.0,669.0,143.0,1950.0,3015.0,65.0,132.04615384615386,96.0
South Kingsville,2,t,650000.0,9.1,3015.0,2.0,2.0,1.0,151.0,102.0,2011.0,3015.0,65.0,132.04615384615386,96.0
South Kingsville,3,h,985000.0,9.1,3015.0,3.0,1.0,5.0,669.0,124.0,1950.0,3015.0,65.0,132.04615384615386,96.0
South Kingsville,4,t,915000.0,9.1,3015.0,4.0,3.0,1.0,662.0,265.0,2016.0,3015.0,65.0,132.04615384615386,96.0
South Kingsville,3,h,845000.0,9.1,3015.0,3.0,2.0,2.0,738.0,,,3015.0,65.0,132.04615384615386,96.0
South Kingsville,3,h,941000.0,9.1,3015.0,3.0,2.0,3.0,669.0,,,3015.0,65.0,132.04615384615386,96.0
South Kingsville,3,u,508000.0,9.1,3015.0,3.0,1.0,2.0,144.0,92.0,1980.0,3015.0,65.0,132.04615384615386,96.0
South Kingsville,2,h,420000.0,9.1,3015.0,2.0,1.0,1.0,78.0,130.0,1980.0,3015.0,65.0,132.04615384615386,96.0
South Kingsville,2,u,506000.0,9.1,3015.0,2.0,1.0,1.0,126.0,83.0,1975.0,3015.0,65.0,132.04615384615386,96.0
South Kingsville,3,t,855000.0,9.1,3015.0,3.0,2.0,2.0,337.0,,,3015.0,65.0,132.04615384615386,96.0
South Kingsville,2,t,611000.0,9.1,3015.0,2.0,1.0,1.0,228.0,100.0,2000.0,3015.0,65.0,132.04615384615386,96.0
Strathmore Heights,4,h,1260000.0,12.5,3041.0,4.0,2.0,2.0,697.0,277.0,2012.0,3041.0,8.0,106.125,87.5
Strathmore Heights,4,h,931999.0,12.5,3041.0,4.0,3.0,2.0,528.0,192.0,1966.0,3041.0,8.0,106.125,87.5
Strathmore Heights,4,h,800000.0,12.5,3041.0,3.0,2.0,4.0,556.0,,,3041.0,8.0,106.125,87.5
Strathmore Heights,4,h,950000.0,12.5,3041.0,4.0,3.0,2.0,541.0,,,3041.0,8.0,106.125,87.5
Strathmore Heights,4,h,780000.0,12.5,3041.0,4.0,2.0,2.0,539.0,,,3041.0,8.0,106.125,87.5
Travancore,2,u,503000.0,5.3,3032.0,2.0,1.0,1.0,0.0,,1960.0,3032.0,176.0,111.61363636363636,86.5
Travancore,3,h,1257000.0,5.3,3032.0,3.0,2.0,1.0,337.0,153.0,1930.0,3032.0,176.0,111.61363636363636,86.5
Travancore,4,h,1562000.0,5.3,3032.0,4.0,2.0,1.0,621.0,192.0,1900.0,3032.0,176.0,111.61363636363636,86.5
Travancore,2,h,1100000.0,5.3,3032.0,2.0,1.0,1.0,321.0,,,3032.0,176.0,111.61363636363636,86.5
